File Name,Skills
14761906.pdf,"traditional art media black and white photography, oil painting, sculpture, print media"
14771530.pdf,special events planning
14945250.pdf,adapt at creating  executing strategies
15226699.pdf,"adobe dreamweaver, adobe illustrator, adobe photoshop, adobe premiere, audio, billing, closing, cool edit pro, corel, customer relations"
15353911.pdf,"animation toon boom harmony, tv paint, adobe flash"
15484097.pdf,excellent communication skills
16276121.pdf,"advertising, agency, com, draw, client, clients, ecommerce, senior management, google analytics, managing, marketing, market, meetings, online"
16509761.pdf,proficient in adobe photoshop and adobe premiere
16536141.pdf,"photoshop  video editing software including avid, final cut pro and apple imovie  content development and strategy  content"
16893572.pdf,"adobe creative suite, photoshop, ad, advertisements, ads, air force, automation, brand identity, budgeting, budget, business development"
17132168.pdf,"agency, c, clients, database, managing, marketing, networks, oracle, sales, seminars, phone, trade shows"
17432318.pdf,"adobe creative suite, after effects, dreamweaver, photoshop, advertising, business intelligence, excellent communication, content, creative"
17562754.pdf,online journalism consultant
17584743.pdf,"advertising, analyst, agency, brand development, branding, budgets, budget, content, content creation, equity, focus, freelance, graphic design"
18354623.pdf,"web graphic design, web user interface design, multimedia content development, coordination, project"
18442517.pdf,"architecture, automotive, best practices, lean manufacturing, maintenance, operations, premier, project manager, provisioning, service level"
18488289.pdf,"independent selfstarter with analytical and statistical skills, passion for datadriven decision making"
18501746.pdf,"account management, agency, automate, budget, cpa, client, clients, data analysis, inventory, media plans, media plan, media planning, meetings"
18900722.pdf,"adobe creative suite, indesign, photoshop, illustrator, word, excel, powerpoint, salesforce, visio"
18905648.pdf,microsoft word
18927233.pdf,professional summary
19053815.pdf,"accounting, accounts receivable, administrative, adobe, advertising, ad copy, as, budget, bi, business objects, call center, content"
19444529.pdf,"advertisements, ads, audio, broadcast, com, content, clients, customer support, directing, editing skills, editing, editor, email, feature articles"
19861776.pdf,work history
20210676.pdf,proficient use of google analytics
20330739.pdf,sales team management negotiations expert
20490741.pdf,social media platforms sales proficiency
20628003.pdf,"including ppcsem, lead generation, analytics, seo, social media, landing page optimization, and creative work outofthebox creative"
21125113.pdf,"active directory, automotive, computer hardware, hardware, client, clients, data management, dc, documentation, dns, network cabling"
22380187.pdf,"photoshop, creative strategy, doh, email, general ledger, google analytics, director, managing, marketing, excel, microsoft office, power point"
22706174.pdf,"adobe creative suite, advertising, automation, branding, content, content creation, customer relationship management, client, clients"
23085604.pdf,media server expert
23810469.pdf,"account management, advertising, agency, brand strategy, branding, budget planning, budgets, budget, business development, business processes"
23864858.pdf,"ad, budgets, closing, conversion, cpa, databases, database, dna, documentation, funds, google analytics, html, ibm, lisp, macros"
24574164.pdf,customer needs and requirements management
24658786.pdf,"social media, digital video and multimedia, content curation, digital strategy, web metrics and seo optimization, digital engagement, community"
24679149.pdf,"net, photoshop, advertising, as, budget, bi, business strategies, com, content, content management, creative director, css, client, clients"
25038571.pdf,"strong quantitative and qualitative problem solving skills excellence in digital marketing including facebook, twitter, google, and linkedin"
25525152.pdf,proficient with video editing software final cut pro and edius
25706337.pdf,"vendor relations invodo product videos, bloomreach merchandising analytics, loopcommerce gift now, olapic ugc, certona"
25723793.pdf,"accounting, adobe photoshop, ad, advertising, analyst, broadcast, budget, bi, coach, com, competitive, conversion, client, clients, educationalprograms, forecasting, indesign, inventory, marketing analysis, marketing, market, marketing materials, microsoft access, excel, power point"
26160200.pdf,"marketing, clients, account manager, increase, interactive media, promotional, satisfaction, testing, usability, usability test, usability testing"
26341987.pdf,"apple, dell, ibm, hp, lenovo, microsoft, airwatch network management, tcpip, lanwan, dns, das, remote network, multisite"
27080812.pdf,team leadership
27419236.pdf,"indesign, quark xpress, acrobat, photoshop, illustrator, freehand, pagemaker, microsoft word, publisher, excel, power point, pitstop, quite"
27921561.pdf,"adobe creative suite, acrobat, dreamweaver, photoshop, ad, advertising, art, asset management, automation, automotive, brand identity"
27981289.pdf,project management including agile methodologies
28109594.pdf,freelance media production crew member with both onset and office experience extensive experience dslrs  lighting equipment
28609364.pdf,"approach, benefits, budget, business management, content, database, editorial, executive management, home care, marketing research"
28679359.pdf,"ad, agency, billing, budget management, budgeting, budget, coach, com, competitive, content, conversion, crest, client, clients, dialog"
29915354.pdf,experience with teaching students
30864828.pdf,"billing systems, creative problem solving, client, databases, documentation, financial management, goal setting, graphic design, inventory"
30999638.pdf,microsoft outlook
31162167.pdf,"salesforce, adobe package indesign, illustrator, photoshop, ms office word, excel, powerpoint, keynote, cloud based calendars"
31909493.pdf,"ads, agency, banners, billing, budgets, budget, cms, competitive analysis, content management, conversion, crm, client, clients, database"
31929166.pdf,"adobe creative suite, microsoft office, windows applications, multimedia production, public relations, media relations, social media"
33542483.pdf,"ap style, sitecore web management, google analytics, moz pro, social media sites such as facebook, twitter, linkedin, youtube and"
33893326.pdf,"acquisitions, advertising, advertising copy, art, art direction, agency, bonds, branding, brochures, budget, c, driving license, com"
34319869.pdf,mac osos x systems
34583750.pdf,"advertising, agency, contract management, crm, customer service, customer care, functional, hiring, leadership, marketing, media plans, media"
37739183.pdf,strong verbal communication extremely organized
39166680.pdf,"digital insights and analytics adobe experience cloud, google analytics, and looker"
40311088.pdf,"administrative management functions, website management, image control, governmental relations, public information, media production"
40883703.pdf,"marketing automation, strategic partnership, business development, analytics, management"
42156237.pdf,"budget, bi, content, clients, database, english, etl, german, google analytics, hindi, html, php, javascript, marketing, market, ms access"
50219114.pdf,search engine optimization critical thinking
56952849.pdf,exceptional diagnostic skills
58915642.pdf,"microsoft office suite, venture capital financial model interests entrepreneurship, mentoring, education, basketball, strength training"
59011090.pdf,"excellent use of word, excel and powerpoint"
62700506.pdf,strong analytical skills market research and analysis
70196518.pdf,accomplishments
73282756.pdf,"microsoft access, excel, power point, word and visionet, c, foxpro, microsoft windows, apple osx, dream weaver, photoshop, microsoft access, excel, power point, word and visionet, c, foxpro, microsoft windows, apple osx, dream weaver, photoshop"
80679862.pdf,"account management, adobe, dreamweaver, photoshop, advertising, apple, art, automation, avid, business correspondence, business"
81508860.pdf,"apple, arts, budgeting, budgets, budget, ca, content, css, clients, danish, product development, event planning, event planner, focus"
82929064.pdf,"google search, display, mobile, video campaigns"
90685127.pdf,"analytics software google analytics, omniture, looker, adobe social, netbase, simon data"
91318828.pdf,"customer support, multitasking, general computer repair skills"
91539554.pdf,adaptability ability to improvise
10030015.pdf,"dasylab, labview, mechanical, electrical, leans, hydraulic testing, test stand fabrication"
10219099.pdf,"proficient in the use of pcs, ms"
10624813.pdf,"d, agile, ajax, approach, bb, budget, c, c, competitive, css, database, delivery, ecommerce, expert systems, funds, hiring, html"
10712803.pdf,"accounting, apple computers, asset management, automation, basic, blueprints, budgets, budget, c, ca, hardware, concept, contracts, client"
10985403.pdf,"years of experience with cad packages solidworks, autodesk inventor, autocad, catia, ptc creo"
11890896.pdf,"tutoring, teaching, mathematics, algebra, geometry, english, content management, documentation, middle school  high school math"
11981094.pdf,"api, atl, audio, backup, broadcast, c, cli, hardware, concept, content management, content, client, clients, documentation, dynamic"
12011623.pdf,"aspnet, academic, clustering, consulting, curriculum development, customer satisfaction, data analysis, data mining, data warehouse"
12022566.pdf,"autocad, c, c, clients, hazop, iso, logic, microsoft office, works, minitab, optimization, plc, proe, profit, project"
12472574.pdf,experience in building and leading closeknit teams in a demanding environment with ambiguous or undefined and
12488356.pdf,program management data management
12518008.pdf,microsoft office develop drug
13149176.pdf,exceptional time management
13264796.pdf,"net, photo, agile, analyst, apple, automation, banking, budgets, business plan, closing, com, consulting, content, contracts, credit, encryption"
14049846.pdf,knowyourconsumer kyc
14206561.pdf,"budget, hardware, network systems, database, dec, documentation, inspection, logistics, meetings, ms excel, microsoft office, outlook"
14554542.pdf,"automotive, basic, broadcast, cables, cable, cabling, carpentry, chill, ca, conversion, council, sc, direction, documentation, electrical systems"
15139979.pdf,administrative support progress
15601399.pdf,"excellent communication, inspecting, team lead, modems, processes, scheduling, technician, trainer, troubleshooting"
15858254.pdf,"assembly, atm, cadence, calibration, ca, hardware, dc, debugging, ethernet, graphic, iso, labview, layout, linux os, logic"
15941675.pdf,"biology, budget, charts, oral, cost analysis, data analysis, documentation, equipment operation, experiments, graphs, laser, materials, natural gas"
16803215.pdf,hardworking
16911115.pdf,information security
17043822.pdf,"basic and advanced supervision training courses, camc, charleston, wv"
17103000.pdf,"air force, budget, hardware, conflict management, continuous improvement, dc, delivery, doors, electrical engineering, electrical systems"
17108676.pdf,staticsdynamics written and verbal communication skills
17488801.pdf,"experience with autocad, microsoft office, and various erp systems"
17926546.pdf,electromechanical design jmp
18753367.pdf,electronic  mechanical technology
19124258.pdf,"adobe acrobat, autocad, cms, customer relations, delivery, designing, documentation, drafting, electronics, train employees, erp, great"
19396040.pdf,"autocad, c, c, calibration, charts, data analysis, database, designing, documentation, forecasting, ims, inspection, inventory, iso, iso"
19397727.pdf,"live electrical, arc flash, lockouttagout, esd, functional testing, test equipment repair and operation, troubleshooting, iso standards"
19553067.pdf,advanced computer proficiency pc and mac
19612167.pdf,drilling engineering demonstrated organizationalplanning skills
20882041.pdf,facility and plant modifications autocad and excel
20981299.pdf,"c, r, catia, autocad, ansys, microsoft office, product project management, gdt, minitab, kanban, kaizen, fmea development"
21038022.pdf,professional experience
21298336.pdf,"bluebeam, mathcad, microsoft word, excel, project, powerpoint, autocad civil d"
21629057.pdf,operational analysis technical plan execution aptitude
21807224.pdf,microsoft office spc
21847415.pdf,advanced critical thinking
22605864.pdf,"active directory, ad, bridges, client, designing, dhcp, dns, imaging, itil v, managing, messaging, access, mcse, mail, office, outlook"
22890839.pdf,"a, active directory, antivirus, apple, bash, basic, bgp, cad, call center, ccna, cdrom, cli, cisco ios, cisco, com, hardware"
23234047.pdf,"plc iec  ladder logic, functional block diagram, structured text, instruction list, java, c, visual basic, vhdl, pspice"
23438227.pdf,"ability to utilize tirks, switch, lfacs, microstation, icgs  idds, word, excel, requestnet, aardwolf, adtran, microsoft"
23497307.pdf,"microsoft office suite, dynamic ax, access, excel, powerpoint and word"
24322804.pdf,"autocad, c, visual basics"
24647794.pdf,testing  troubleshooting  embedded hardware  software microprocessors  computersystems  hardware  software design
25425322.pdf,"engineer, manufacturing engineer, process improvement, tooling, welding, automated equipment, quality control, robotic, robotic welding"
25608963.pdf,data entry
25797445.pdf,"delivery, ergonomics, lighting, paint, plc, plc, power distribution, producing, programming, project management, robotic systems, safety"
25919149.pdf,works well under pressure
25930778.pdf,"d modeling, architectural drafting, autocad, read blueprints, carpentry, detail oriented, drafting, email, floor plans, frame, dsmax, mechanical"
26456899.pdf,"construct, test and troubleshoot acdc circuits"
26834746.pdf,"automation, budget, interpersonal, computer literate, contracts, cost reduction, cpus, clients, database software, documentation, electrical"
27040860.pdf,"credit, customer service, data entry, dispatching, drivers, focus, forms, inventory, excel, outlook, publisher, word, quick, sales, scheduling"
27152464.pdf,"qa engineering software expertise  design, estimate"
27756469.pdf,"proactive, selfmotivated, team player well versed in ap, ar, bank reconciliations, billings, budgets, cash flow projections, government"
28005884.pdf,"arcview, autocad, drafting, gps, graphic, inspection, microsoft access, microstation, file maintenance, repairs, supervision, surveys, utilities"
28078163.pdf,"api, approach, atl, audio, backup, broadcast, c, cli, com, ca, hardware, concept, content, clients, documentation, dynamic html"
28320387.pdf,"administrative, cash receipts, customer service, directing, instruction, inventory, leadership, logistics, machinery, marketing, mentoring, natural gas"
28505854.pdf,"lead development, build teams, mentor, interface with customers and vendors, architect end to end develop products in consumer electronics"
28628090.pdf,budget development
28630325.pdf,"asp, c, vbnet, soap, rest"
28762662.pdf,"api, approach, atl, audio, backup, bridges, broadcast, c, cli, com, ca, hardware, concept, content, css, documentation, editing"
28831378.pdf,"maintenance, corrective maintenance, documentation, industrial machinery, preventive maintenance, sensors, biotechnology, electrical"
28923650.pdf,"air force, ansys, approach, c, cad, decisionmaking, designing, experimentation, experiments, features, fortran, instructor, lesson"
30097175.pdf,"basic, c, cpr certified, data acquisition, designing, digital design, direction, documentation, electronics i, engineer, fashion, first aid, html"
30288581.pdf,"academic, autocad, banking, basic, calculus, credit, database, database management system, engineer, experiments, gui, laser, layout"
30542184.pdf,"army, basic, bridges, inspection, inspects, marconi, office, radar, multimeters, oscilloscopes, personnel, radio, read, safety, signal generators"
31677347.pdf,experience
31684925.pdf,"accounting software, autocad, balance, budget, capital expenditures, handling cash, civil engineering, interpersonal communications, consulting"
31694970.pdf,"c, aspnet, visual basic, ms visual studio, ms office suite word, excel, project, powerpoint, access, outlook, visio, simulations using"
32081266.pdf,"adobe captivate, blackboard, business objects, clarity, cerner, doors, echimp, eclipsys, ehrs, epic, hboc, macess, idx, imaxfacet, heat, sql server, cognos, erstudio, minitab, oracle, sas, sharepoint foundation, spss, and pcanywhere"
32802563.pdf,excellent verbal and written communication skills
32985311.pdf,"programming languages c, sql, python, r, tableau developer tools hp alm quality center, hp qtp, ms office, trello project"
33685075.pdf,"manufacturing, assembly, automation, budget, calibration, cnc, coaching, ms office suite, ms project, ms visio, minitab, stat graphics"
35389360.pdf,"a, account management, accounting, alpha, application development, microsoft applications, atm, automation, bb, billing, bind, cat"
35651876.pdf,"coaching, training leadership"
35737840.pdf,work history
36149549.pdf,proactive and adaptable selfstarter
36517781.pdf,"gis, lighting designs using visual professional, access, excel, microsoft office, power point"
37335325.pdf,"audio, automation, c, c, cdroms, ceridian, cisco, hardware, cost reduction, clients, drivers, executive management, functional, inspection"
38220146.pdf,"assembly, autocad, automation, budgets, budget, cnc, electronics, layout, machine tools, machinery, market, materials, mathematics"
38314236.pdf,"academic, ansys, api, autocad, balance, drafting, hvac, iso, labview, manufacturing processes, materials, matlab, meetings"
38535335.pdf,word sap time approval
39835894.pdf,aware of analog layout fundamentals like device
39855211.pdf,installation
43752620.pdf,"autocad, ansys, cero, catia, hypermesh, dfmea, ms office suite, fortran, c, matlabsimulink, cnc programming"
44624796.pdf,windows xp professional word excel and outlook and internet project management
47276718.pdf,"academic, ansys, autocad, budgets, budget, c programming, cad, clients, delivery, product development, documentation, drafting"
47549345.pdf,"api, apollo, autocad, automation, c, c programming, com, controller, electronics, engineer, engineering projects, fat, drawing, http"
47919212.pdf,"premier, backup, balance, cable, coaching, council, css, databases, hiring, internet usage, leadership training, meetings, mentor, exchange"
49127329.pdf,project planning and development
50328713.pdf,"c, python, matlab, git, bash, r, sql basic experienced in linuxunix and using high performance computing clusters"
51588273.pdf,"aspnet, agile, apache, budgets, capacity planning, cognos, competitive, crystal, database, eclipse, etl, full life cycle, functional, php, iis"
54227873.pdf,"proficiency in c, autocad, autocad inventor, python, linux, xcode, visual basic, ms word, ms powerpoint, programming in ms excel"
55595908.pdf,skills experience total years last used
55953734.pdf,"great organizational skills selfmotivated, work well under minimum supervisionlifelong learner"
56691064.pdf,"d, d studio max, adobe, photoshop, architectural drafting, autocad, basic, book, cad, conversion, crystal reports, customer service"
60004873.pdf,"metallurgical, metallurgical engineering, fundraising, mec, exploration, metallurgy, laboratory, operations, maintenance, xrf, coatings"
61579998.pdf,"technical management ms project, agile software development, jira, handsoft, epdm, data analysis, customer management"
62071407.pdf,"autocad, bc, budget, calibration, carpentry, citrix, conversion, data acquisition, electrical systems, electronics, failure analysis, hvac"
64468610.pdf,"api, approach, atl, audio, backup, broadcast, c, cli, com, ca, hardware, concept, content, clients, documentation, dynamic html"
64755882.pdf,"design software labview, synopsys design vision, modelsim, cadence virtuoso"
74236636.pdf,"proficient in microsoft word, excel, spreadsheet  ability to type in a excess of  wpm with minimal error  working knowledge of"
81125166.pdf,"welding, automotive, automotive cnc, cnc, cnc programming, shop floor, tooling, amada, engineer, maintenance, customer service"
82125182.pdf,advanced written and conversational german process improvement
82246962.pdf,python scripting for test automation
86209934.pdf,"administrative, approach, autocad, automotive, chemist, cnc, cpr, data collection, databases, database, designing, design of experiments"
86828820.pdf,"microsoft office, proengineer, promechanical, solid edge, autocad, microsoft navision, microsoft project, moldflow"
90280583.pdf,"autocad, siemens plm, solidworks pdm"
96029688.pdf,finite element analysis fea
10549585.pdf,skills experience total years last used
11441764.pdf,"account reconciliation, accounting, accounts receivable, go live, streamline, adp, as, ba, balance sheet, billing, budget preparation, budget"
11490673.pdf,professional experience
11877150.pdf,multilingual in english and indonesian languange
12071138.pdf,"accounting, computerized accounting, general accounting, accounts payable, accounts receivable, trial balance, banking, benefits, billing, budgets"
12858898.pdf,accomplishments
14106638.pdf,balance sheet risk management technical us gaap accounting proficient
14181049.pdf,storm
14408510.pdf,"accounting, accounts payable, accounts receivables, accruals, accrual, ar, as, auditing, baan, brand marketing, budgets, budget, cash flow"
14413148.pdf,"accounting, general accounting, accounts payable, accounts receivable, auditing, budgets, budget, contracts, controller, cpa, financial"
14722634.pdf,"accounting, general accounting, accruals, approach, trial balance, benefits, budgeting, budget, cash flow, analyze cash flow, cash management"
15011085.pdf,"accounting, budgeting and planning, business analysis, business process reengineering, cost reduction analysis, finance reporting, financial"
15224503.pdf,"compensation, sales, balance sheet, general ledger, audit, national sales, account executive, accountant, executive compensation"
15717923.pdf,skill highlights
15792052.pdf,accomplishments
15891494.pdf,customer and personal service administration and management
16426777.pdf,"streamline, ad, balance sheet, basic, budgeting, budgets, budget, business processes, capital expenditures, cognos, conferences, contracts"
16449850.pdf,financial reporting individual tax returns
17392859.pdf,"accurate, bloomberg, dtcc, pace, asset arena, essbase, great plains, hyperion, eledgersap, access, excel, word, powerpoint, oracle"
17775916.pdf,"accounting, approach, balance, balance sheet, bank reconciliation, banking, bookkeeping, book keeping, budgeting, budget, c, cash flow"
17880988.pdf,microsoft office suite  various crm systems  omni  salesforce  quickbooks  slack
18024825.pdf,project management experience
18072085.pdf,"accounting, general accounting, accountant, articulate, balance, balance sheet, bank reconciliations, bank reconciliation, banking"
18636651.pdf,"ms office, ms project, visio, microsoft dynamics gp, epicor, quickbooks, salesforce, projector psa"
18640927.pdf,"advertising, benefits, business management, closing, consultant, counseling, customer relations, customer satisfaction, documentation, finance"
18975686.pdf,"automobiles, charts, credit, customer satisfaction, customer service, finance, financing, financial, focus, graphs, negotiations, profit, sales, sales"
19147603.pdf,work history
19243556.pdf,"corporate accounting, accounting operations, audits, cash, filing, financial statements, general ledger reconciliations, payroll and pr"
19405513.pdf,"accounting software, accounts payable, banking, databases, fixed assets, prepaid expenses, marketing and sales, access, excel, microsoft office"
19540089.pdf,"budgeting, forecasting, financial analysis, financial reporting"
20275356.pdf,"balance sheet analysis, budgeting, forecasting, hyperion, excel, powerpoint, word, oracle"
20705888.pdf,excellent attention to details
20836112.pdf,creative writing
20918464.pdf,academic
20969845.pdf,"dari, persian, pashto, english, russian, arabic, urdu"
20977412.pdf,"accounting, air force, agency, balance, banking, budgeting, budget, call center, coaching, commercial loans, computer applications, credit"
21912637.pdf,"accounting, accounting software, budget, contractual procedures, data entry, database, documentation, filing, financial accounting"
22492537.pdf,"accounts payable, accounts receivable, adp, bookkeeping, budgets, budget, communication skills, credit, clientele, clients, documentation"
22622351.pdf,"accounting, general accounting, acquisitions, budgeting, controller, cost analysis and analytical reporting, credit, facilities management"
22720697.pdf,"preparation of monthly data for submission to cpa for financial statement preparation accounts payable which includes vouchering, verifying"
23354541.pdf,skills
23573064.pdf,work history
23955183.pdf,analytical skills selfmotivated professional
24411323.pdf,"automobiles, bi, competitive, contracts, features, financing, financial, hospice, inspecting, leadership, marketing, negotiating, negotiation"
24530382.pdf,"pl management, project management, communications, leadership, finance operations, tax, pp, oc, compensation services, financial"
24553863.pdf,business process reengineering
24611721.pdf,"academic, accounting, accounts payable, accounts receivable, administrative, arts, agency, benefits, billing, clerical, conflict resolution, counseling"
24670867.pdf,"excellent people and selfmanagement techniques, excellent client or business partner relations, excellent written and oral communication"
24833063.pdf,general
24854026.pdf,"ad, bb, budget, business intelligence, charts, credit, data analysis, data warehouses, databases, decisionmaking, executive management, senior"
24967652.pdf,work history
25101183.pdf,"budget, budgets, business analysis, cisa, contracts, contract management, financial, financial analysis, forecasting, functional, information"
25330083.pdf,"accounting financial audit, general ledger, ap, purchasing, quickbook"
25497147.pdf,"account reconciliation, accounting, accounting software, accounts payable, accounts receivable, accounts receivable, administrative, approach"
25678238.pdf,leadershipcommunication skills project management
26013403.pdf,accomplishments
26231609.pdf,"accounting, ad, auditing, benefits, budgeting, budgets, budget, business processes, client, drivers, essbase, senior management, finance, financial"
26530575.pdf,"accounting, accountant, accounting system, accruals, acquisitions, golive, ap, ar, backup, balance sheet, bank reconciliations, benefits"
26750846.pdf,general ledger accounting skills
26767199.pdf,"accpac plus, adp, aggreso, business works, cognos power play, fixed assets sage best software, hyperion, future proof, jantek, lotus"
26961846.pdf,"accounting, general accounting, auditing, balance sheets, billings, budget, closing, contracts, cpa, credit, client, clients, finance, financial"
27018361.pdf,team worker
27330027.pdf,"sap, business warehouse, business planning and consolidation, business objects, sas, crystal reporting, acquisitions, automotive, budgets"
27409087.pdf,project reporting
27789372.pdf,microsoft excel  intermediate skill level
27914096.pdf,"financial statement analysis, budgeting, forecasting, strategic planning, financial modeling, strong communication, interpersonal and"
28396458.pdf,accomplishments
28398216.pdf,work history
28522529.pdf,"accounting, accounting software, auditing, banking, bonds, budget management, budgeting, cash flow, cash management, credit, derivatives"
28623782.pdf,sapsap
28724469.pdf,sage timberline office sharp problem solver
28758002.pdf,leadershipcommunication skills
28973180.pdf,"photoshop, advertising, arabic, autocad, business operations, com, clients, customer services, dialog, engineer, english, estimating, filing"
29494962.pdf,social media knowledge
29612672.pdf,"academic, photo, agency, atm, c, computer applications, credit, critical thinking, customer services, database, debit, decision making, detail"
29648950.pdf,"advertising, making appointments, art, closing, counseling, credit, clients, customer service, databases, email, filing, finance, forms"
29998869.pdf,"financial planning and analysis, budgeting, reporting, strategic planning, forecasting, operations"
31948488.pdf,"accounting, accounts payables, accounts receivables, accounts payable, accrual, administrative duties, backup, bank reconciliations, billing"
33685988.pdf,analytical reasoning
34250007.pdf,"financial analyst, budget, forecasts, sarbanes oxley, sarbanesoxley sox, sox, testing, marketing, budgets, finance, financial reporting"
37931076.pdf,"accounting, administrative, adp, automobiles, balance, cash deposits, cash handling, clerical, closing, draw, financing, financial, funds, inventory"
38225199.pdf,exceptional at resolving
38441665.pdf,account reconciliation analytical skills
38907798.pdf,"accounting, accounts payable, accounts receivable, accrual, ad, ap, agency, auditing, balance sheet, billing, billings, budget development"
39295103.pdf,"administrative, ap, ar, billing, conferences, contracts, client, clients, customer satisfaction, customer service, customer support, database"
39675895.pdf,"premier, streamline, book, business plan, communication skills, concise, data analysis, data collection, decision support, delivery, designing"
47410104.pdf,"budgeting, cost management, financial reporting  analytics, investments and return on investment roi, npv, and eva, process"
48285304.pdf,"accounting, budgeting, budgets, budget, business development, business management, business processes, business solutions, customer"
57088974.pdf,account reconciliation expert superior research skills
58165257.pdf,"accounting, accrual, ad, ap, balance sheet, bloomberg, budgets, budget, business intelligence, business planning, c, cash flow, clients, database"
59450123.pdf,"accounts payable, analyst, balance sheet, bank reconciliations, book, budgets, budget, business intelligence, call center, finance, financials"
59777056.pdf,superior research skills
59818742.pdf,reporting
59938965.pdf,"automotive, billing, closing, credit, leadership, process improvement, project management, rapport, relationship building, sales"
61634281.pdf,quickbooks workamajig ms office suite indesign photoshop concrete cms  google analytics googledocs intervals seosem
62850928.pdf,"reconcile various general ledger accounts, explain variances and prepare reports for review with departments on a monthly basis"
66741193.pdf,"excel, access, powerpoint, sap, oracle, mfg pro, hyperion, khalix, trahq"
69487178.pdf,exceptional interpersonal communication fiscal budgeting
70541112.pdf,complex problem solving flexible team player
72136463.pdf,intuit quickbooks specialist skilled multitasker
74512244.pdf,"communication skills, written  verbal analytical  problem solving"
74849878.pdf,work history
76454959.pdf,"accounting, adp payroll, ad, automate, budgets, budget, client, database, decision making, direction, senior management, senior management"
77638654.pdf,"accounting, accounts payable, accounts receivable, attention to detail, benefits, budget development, budgets, strong interpersonal skills, contract"
78229715.pdf,account reconciliations reporting and documentation
81217013.pdf,team building
81677620.pdf,"account reconciliation, accounting, accounts payable, accruals, streamline, advertising, arabic, balance sheet, trial balance, bank reconciliation"
84356308.pdf,strategic financial planning mergers  acquisition
84373843.pdf,computer proficient
86549455.pdf,predictive planning
86595128.pdf,"accounting, administrative, budget planning, business strategy, cash flow, cash management, competitive, customer satisfaction, finance, financial"
88038965.pdf,experience
91564103.pdf,budget control  administration
92524964.pdf,"accounting, accountancy, computerized accounting, trial balance, balance sheet, bank reconciliation, budgets, budget, cash flow"
93653247.pdf,"budgets, budget, business analysis, contracts, contract management, financial, forecasting and financial, financial operations, functional"
95519832.pdf,trade finance operations
98513424.pdf,"hyperion planing, essbase, sap r, oracle, sap bpc, business objects, sharepoint, ms office"
10235429.pdf,sales management
10268614.pdf,our club esm was granted trailblazer graduate club of the year award
10333051.pdf,"asc, qa, emr, pharmacy, infection control, metrics, risk management, satisfaction, staffing, trading, training, auditing, instrumentation"
10428916.pdf,microsoft office programs
10568350.pdf,strong problem solving ability
10816645.pdf,"ad, cpr, first aid, guardian, health education, presentations, relationship building, seminars, staffing"
10969918.pdf,"patientfocused care, excellent interpersonal skills, compassionate and trustworthy caregiver, detailoriented, medical terminology"
11130200.pdf,"forklift operator, hand trucks, inventory, machinery, building materials read and interpret drawings safety service time management"
11332602.pdf,"acquisitions, advertising, budgeting, business operations, customer service, data analysis, decision making, delivery, financial, general"
11522068.pdf,planning
12019284.pdf,"billing, blood pressure, brochures, communication skills, clients, email, goal setting, promote health, leadership, director, marketing, market"
12092347.pdf,"army, automotive, basic, cash register, com, contracts, delivery, electronics, hand tools, mark, weapons, oct, receiving, sales, troubleshoot"
12695799.pdf,licensed notary
12791244.pdf,"accounting, accounts payable, abc, budget, contracts, cpr certified, client, clients, excellent customer service, customer service, training"
12923795.pdf,strategicoperational business  financial planning quick and fervent learner multisite operations  productivity enhancement team building
12938389.pdf,leadership development training
13037145.pdf,highlights
13367322.pdf,phone call answering
13675377.pdf,"budget, client, clients, customer service, data base, direction, documentation, functional, imaging, instruction, laser, max, office, policies"
14107571.pdf,"investigations financial, auditing, digital evidence, surveillance, undercover, fraud, websites, mining social networks, cell phone"
14515954.pdf,experienced in planning and organizing
15293959.pdf,"adobe, photoshop, balance, conferences, client, clients, instructing, marketing, excel, microsoft word, strong organizational skills, program"
15932017.pdf,responsible fast learner
16038911.pdf,understanding of human anatomy
16474898.pdf,program development and implementation
16605352.pdf,internet research
17163375.pdf,conversational in american sign language
17166018.pdf,"administrative management, creative lesson planning, curriculum development, goal setting and implementation, athletic program"
17286050.pdf,communication
17431847.pdf,"microsoft office powerpoint, word, excel"
17658471.pdf,"computer skills, including microsoft office"
17660419.pdf,"basic, council, english, instructor, languages, speaker, quality, read, safety, spanish, supervising"
17915015.pdf,"academic, schedule appointments, benefits, blood pressure, cpr, critical thinking, customer service, staff training, special events, first aid, lesson"
18767449.pdf,experience in management accountability
19037403.pdf,"professional fitness trainer nesta, trx certified trainer, kettlebell certified trainer, office management, accounting, scheduling"
19599699.pdf,"client interaction, forklift, health and safety standards, excel, office, powerpoint, microsoft word, recruiting, safety, website"
19774173.pdf,cash handling
19938081.pdf,account reconciliation billing and collections expert
19975121.pdf,"extremely productive in a high volume, high stress, environments"
20255404.pdf,adept multitasker
20279756.pdf,project management
20457611.pdf,"accounting, accounts payable, accounts receivable, administrative functions, auditing, billing, bookkeeping, book, budgeting, business"
20565486.pdf,"exercise science online coaching, good teaching and instructional abilities, cpr and first aid, macro counting, corporate wellness assessments"
21122155.pdf,"academic, administrative support, agency, backup, benefits, billing, cancer, clerical, clinical research, coach, oral, community health, client"
21238396.pdf,"have experience working on multiple different pos systems, microsoft, excel and other organization sites used for scheduling  also, very"
22093368.pdf,"administrative, leadership, analytical, s upervisory, excellent written and verbal, customer service, excellent computer skills microsoft"
